provider_state,drg_definition,drg_definition
AL,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,21
CO,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,21
CT,552 - MEDICAL BACK PROBLEMS W/O MCC,21
TN,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,21
WA,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,21
AL,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,21
IA,812 - RED BLOOD CELL DISORDERS W/O MCC,21
CO,377 - G.I. HEMORRHAGE W MCC,21
NV,292 - HEART FAILURE & SHOCK W CC,20
GA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20
MA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,20
NV,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",20
ME,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,20
NV,194 - SIMPLE PNEUMONIA & PLEURISY W CC,20
WA,602 - CELLULITIS W MCC,20
WI,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,20
VA,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,20
ME,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",20
MN,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",20
LA,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",20
NC,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20
SC,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,20
WA,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,20
ME,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,20
AL,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,20
ME,292 - HEART FAILURE & SHOCK W CC,20
LA,473 - CERVICAL SPINAL FUSION W/O CC/MCC,20
NM,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,20
AR,377 - G.I. HEMORRHAGE W MCC,20
KY,203 - BRONCHITIS & ASTHMA W/O CC/MCC,20
AR,379 - G.I. HEMORRHAGE W/O CC/MCC,20
WA,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,20
MS,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",20
WA,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20
WI,101 - SEIZURES W/O MCC,20
CT,638 - DIABETES W CC,20
VA,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,20
CO,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,20
CT,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",20
CO,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",20
CO,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,20
OK,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,20
CO,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,20
LA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20
IA,389 - G.I. OBSTRUCTION W CC,20
IA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,20
CT,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,20
MD,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,20
CT,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,20
MD,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20
MN,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,20
OR,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,20
OK,684 - RENAL FAILURE W/O CC/MCC,20
IA,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,20
CT,948 - SIGNS & SYMPTOMS W/O MCC,20
AL,252 - OTHER VASCULAR PROCEDURES W MCC,20
IN,811 - RED BLOOD CELL DISORDERS W MCC,20
KY,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,20
SC,811 - RED BLOOD CELL DISORDERS W MCC,20
LA,176 - PULMONARY EMBOLISM W/O MCC,20
NV,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",20
TN,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,20
AZ,149 - DYSEQUILIBRIUM,20
KY,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,20
WI,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,20
AZ,252 - OTHER VASCULAR PROCEDURES W MCC,20
AZ,253 - OTHER VASCULAR PROCEDURES W CC,20
KY,253 - OTHER VASCULAR PROCEDURES W CC,20
KY,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20
IN,885 - PSYCHOSES,20
MS,377 - G.I. HEMORRHAGE W MCC,20
WA,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20
AZ,379 - G.I. HEMORRHAGE W/O CC/MCC,20
KS,312 - SYNCOPE & COLLAPSE,20
KS,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,20
MD,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,20
MS,303 - ATHEROSCLEROSIS W/O MCC,20
VA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,20
WA,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,19
NM,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,19
SC,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",19
OR,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,19
SC,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,19
NM,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,19
OR,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,19
OR,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,19
OK,377 - G.I. HEMORRHAGE W MCC,19
OK,300 - PERIPHERAL VASCULAR DISORDERS W CC,19
OK,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,19
OK,101 - SEIZURES W/O MCC,19
OR,313 - CHEST PAIN,19
OR,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,19
OR,682 - RENAL FAILURE W MCC,19
WA,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,19
NE,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,19
NE,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,19
NE,292 - HEART FAILURE & SHOCK W CC,19
NV,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,19
NV,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,19
NE,291 - HEART FAILURE & SHOCK W MCC,19
NV,603 - CELLULITIS W/O MCC,19
SC,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,19
NV,291 - HEART FAILURE & SHOCK W MCC,19
VA,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,19
NV,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,19
NV,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,19
UT,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",19
NV,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,19
NV,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,19
SC,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,19
NV,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,19
SC,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,19
MS,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,19
IA,390 - G.I. OBSTRUCTION W/O CC/MCC,19
CT,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,19
KY,811 - RED BLOOD CELL DISORDERS W MCC,19
KY,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,19
KY,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,19
KS,682 - RENAL FAILURE W MCC,19
KS,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,19
KS,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,19
MN,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,19
IL,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,19
IA,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,19
IA,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",19
IA,176 - PULMONARY EMBOLISM W/O MCC,19
GA,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,19
WV,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,19
WV,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",19
WV,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",19
KY,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,19
LA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,19
MS,811 - RED BLOOD CELL DISORDERS W MCC,19
MS,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,19
MN,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,19
MN,377 - G.I. HEMORRHAGE W MCC,19
MO,473 - CERVICAL SPINAL FUSION W/O CC/MCC,19
MS,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,19
MN,300 - PERIPHERAL VASCULAR DISORDERS W CC,19
ME,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,19
MS,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,19
LA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,19
MS,390 - G.I. OBSTRUCTION W/O CC/MCC,19
MS,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",19
ME,194 - SIMPLE PNEUMONIA & PLEURISY W CC,19
ME,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,19
ME,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,19
MD,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,19
WV,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,19
MN,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,19
WV,552 - MEDICAL BACK PROBLEMS W/O MCC,19
AL,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,19
AZ,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,19
AZ,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19
AZ,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,19
AL,536 - FRACTURES OF HIP & PELVIS W/O MCC,19
AL,684 - RENAL FAILURE W/O CC/MCC,19
AL,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,19
AZ,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,19
CO,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,19
AZ,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,19
AR,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",19
AR,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,19
AR,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,19
AR,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,19
CT,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,19
AR,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",19
NJ,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,18
ME,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,18
ME,683 - RENAL FAILURE W CC,18
AR,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,18
ME,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,18
NJ,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,18
UT,292 - HEART FAILURE & SHOCK W CC,18
ME,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,18
MN,101 - SEIZURES W/O MCC,18
ME,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,18
CT,303 - ATHEROSCLEROSIS W/O MCC,18
WA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,18
WA,379 - G.I. HEMORRHAGE W/O CC/MCC,18
AL,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,18
MN,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,18
WV,948 - SIGNS & SYMPTOMS W/O MCC,18
AL,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,18
MN,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,18
NE,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,18
NE,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,18
NE,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,18
AL,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,18
NE,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,18
NE,194 - SIMPLE PNEUMONIA & PLEURISY W CC,18
NE,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,18
MA,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,18
NE,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",18
AL,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18
MN,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",18
WA,473 - CERVICAL SPINAL FUSION W/O CC/MCC,18
NE,378 - G.I. HEMORRHAGE W CC,18
NE,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",18
NE,603 - CELLULITIS W/O MCC,18
NE,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",18
NE,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,18
NE,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,18
NJ,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,18
NV,293 - HEART FAILURE & SHOCK W/O CC/MCC,18
NM,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,18
WV,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",18
CO,390 - G.I. OBSTRUCTION W/O CC/MCC,18
IA,069 - TRANSIENT ISCHEMIA,18
WA,252 - OTHER VASCULAR PROCEDURES W MCC,18
OR,312 - SYNCOPE & COLLAPSE,18
OR,390 - G.I. OBSTRUCTION W/O CC/MCC,18
WA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,18
WV,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,18
CT,176 - PULMONARY EMBOLISM W/O MCC,18
CT,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,18
CO,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,18
WV,300 - PERIPHERAL VASCULAR DISORDERS W CC,18
SC,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,18
SC,252 - OTHER VASCULAR PROCEDURES W MCC,18
SC,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,18
SC,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,18
TN,203 - BRONCHITIS & ASTHMA W/O CC/MCC,18
CT,300 - PERIPHERAL VASCULAR DISORDERS W CC,18
CT,684 - RENAL FAILURE W/O CC/MCC,18
OK,379 - G.I. HEMORRHAGE W/O CC/MCC,18
OK,176 - PULMONARY EMBOLISM W/O MCC,18
MA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,18
AZ,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,18
LA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,18
CT,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,18
NV,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,18
NV,312 - SYNCOPE & COLLAPSE,18
NV,313 - CHEST PAIN,18
NV,378 - G.I. HEMORRHAGE W CC,18
AZ,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,18
NV,683 - RENAL FAILURE W CC,18
KY,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,18
IA,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",18
AZ,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,18
KY,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",18
KY,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,18
AZ,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",18
KY,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,18
IN,203 - BRONCHITIS & ASTHMA W/O CC/MCC,18
CO,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,18
CO,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,18
IN,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,18
MN,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,18
MS,253 - OTHER VASCULAR PROCEDURES W CC,18
MS,252 - OTHER VASCULAR PROCEDURES W MCC,18
MS,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,18
MS,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",18
MS,176 - PULMONARY EMBOLISM W/O MCC,18
WI,202 - BRONCHITIS & ASTHMA W CC/MCC,18
IA,638 - DIABETES W CC,17
IA,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,17
CO,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,17
TN,602 - CELLULITIS W MCC,17
MN,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,17
MD,473 - CERVICAL SPINAL FUSION W/O CC/MCC,17
WA,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",17
KY,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,17
IA,948 - SIGNS & SYMPTOMS W/O MCC,17
KY,885 - PSYCHOSES,17
IA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,17
AR,390 - G.I. OBSTRUCTION W/O CC/MCC,17
NV,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",17
OK,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,17
WI,300 - PERIPHERAL VASCULAR DISORDERS W CC,17
OK,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",17
OK,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,17
IA,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,17
IA,377 - G.I. HEMORRHAGE W MCC,17
KY,536 - FRACTURES OF HIP & PELVIS W/O MCC,17
MD,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",17
KS,552 - MEDICAL BACK PROBLEMS W/O MCC,17
NE,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,17
KY,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,17
KY,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,17
NM,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,17
NM,293 - HEART FAILURE & SHOCK W/O CC/MCC,17
AL,885 - PSYCHOSES,17
AR,536 - FRACTURES OF HIP & PELVIS W/O MCC,17
MS,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,17
NE,293 - HEART FAILURE & SHOCK W/O CC/MCC,17
CO,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,17
KS,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,17
NM,683 - RENAL FAILURE W CC,17
LA,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,17
WI,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,17
MS,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,17
AL,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,17
IN,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,17
AL,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,17
IA,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,17
LA,684 - RENAL FAILURE W/O CC/MCC,17
OK,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,17
AR,176 - PULMONARY EMBOLISM W/O MCC,17
CT,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,17
NE,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,17
GA,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",17
GA,149 - DYSEQUILIBRIUM,17
CT,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,17
SC,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,17
WV,389 - G.I. OBSTRUCTION W CC,17
SC,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",17
SC,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,17
SC,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,17
WV,379 - G.I. HEMORRHAGE W/O CC/MCC,17
WV,377 - G.I. HEMORRHAGE W MCC,17
SC,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,17
SC,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,17
NV,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,17
SC,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,17
SC,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,17
WI,885 - PSYCHOSES,17
MN,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,17
NV,682 - RENAL FAILURE W MCC,17
NV,812 - RED BLOOD CELL DISORDERS W/O MCC,17
ME,291 - HEART FAILURE & SHOCK W MCC,17
LA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,17
AZ,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,17
WA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,17
OR,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,17
ME,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,17
WI,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,17
CT,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",17
WA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,17
UT,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,17
ME,603 - CELLULITIS W/O MCC,17
AZ,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,17
MN,638 - DIABETES W CC,17
ME,378 - G.I. HEMORRHAGE W CC,17
LA,602 - CELLULITIS W MCC,16
LA,303 - ATHEROSCLEROSIS W/O MCC,16
NV,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,16
AZ,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,16
NV,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,16
NV,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,16
ME,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,16
AR,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,16
AR,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,16
NE,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,16
WV,638 - DIABETES W CC,16
AR,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,16
AR,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,16
WI,252 - OTHER VASCULAR PROCEDURES W MCC,16
ME,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",16
AR,253 - OTHER VASCULAR PROCEDURES W CC,16
NM,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,16
ME,293 - HEART FAILURE & SHOCK W/O CC/MCC,16
AR,300 - PERIPHERAL VASCULAR DISORDERS W CC,16
AR,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",16
ME,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,16
MD,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,16
MD,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,16
AZ,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,16
KS,948 - SIGNS & SYMPTOMS W/O MCC,16
MS,684 - RENAL FAILURE W/O CC/MCC,16
NV,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,16
CT,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,16
OK,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,16
WI,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,16
CT,202 - BRONCHITIS & ASTHMA W CC/MCC,16
